"X"	"SRR2467276"	"SRR2467277"	"SRR2467280"	"SRR2467281"	"SRR2467283"	"SRR2467284"	"SRR2467286"	"SRR2467287"	"SRR2467291"	"SRR2467294"	"SRR2467295"	"SRR2467296"	"SRR2467298"	"SRR2467299"	"SRR2467301"	"SRR2467302"	"SRR2467304"	"SRR2467305"	"SRR2467307"	"SRR2467308"	"SRR2467310"	"SRR2467311"	"SRR2467313"	"SRR2467314"	"SRR2467316"	"SRR2467317"	"SRR2467319"	"SRR2467320"	"SRR2467321"	"SRR2467323"	"SRR2467325"	"SRR2467326"	"SRR2467327"	"SRR2467329"	"SRR2467331"	"SRR2467332"	"SRR2467334"	"SRR2467335"	"SRR2467336"	"SRR2467338"
"G000296465"	0	0	0	0	0	0	0.123979749974171	0	0	0	0	0	0	0	1.27938423132931	1.04241185487992	0	0	0	0	0	0	0	0.186320937815387	0	0	0	0	0.0570543646588964	0	2.05187241822984	1.72365273673843	0	0	0	0	0	0	0	0
"G000411515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306591722023505	0	0	0	0	0.0559284116331096	0.104542862573655	0	0	0	0	0.179452669358457	0.0952298502294174	0	0	0	0	0	0	0	0	0.30409001064315	0.503976691078038	0	0
"G000431455"	0	0	0	0	0	0	0	0	0	0	0	0	0.0919751667049897	0.0733906479345775	0	0	0.305755395683453	0.370300037979491	0	0	0	0	0.175024065809049	0.0931604689076935	0	0	0	0	0	0	0	0	0.146156094709149	0.0601187345006388	0	0	0	0	0	0
"G000433315"	0	0	0	0	0.0806080147397513	0	0	0	0	0	0	0	0	0	0.11441647597254	0.0715380684721512	0	0	0	0	0	0	0	0	0.474476439790576	1.44568690095847	0	0	0.0570543646588964	0.138773244518457	0	0	0	0	0	0	0.114033753991181	0.448854240491377	0	0
"G000434535"	0	0	0	0	0	0	0.103316458311809	0	0.492556917688266	0.60461416070008	0	0	0.160956541733732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G000752095"	0	0.487953644403782	0	0	0	0.771936681649404	1.33278231222234	0.731065405984989	0.44877408056042	0.493237867939539	0	0.947111777944486	0	0	0	0	1.05215827338129	1.30079756931257	0.46119039331709	0.408972611228157	0	0	0.140019252647239	0.403695365266672	0.433573298429319	0.271565495207668	0.56826678630178	1.18604449831183	0.383079305566876	0.508835229901008	0.778763459064129	1.28746306458421	0	0	0.296134663341646	0.22822645954502	0.783031777406112	0	0	0
"G000765235"	0	0.315136728677442	0.233775949130353	0.285320739866194	0	0	1.50842029135241	1.01374402963252	0	0	0.156082333430885	0.665791447861966	0	0	0.332847930101935	0	0.701438848920863	0.170907709836688	0.565610859728507	0.706407237575908	0	0	0	0	0.449934554973822	0.42332268370607	0.171975474801854	0.173145182235304	0	0.0925154963456379	0.92774429471118	1.13268608414239	0	0	0.576683291770574	0.397555768239711	0	0	0.98858704388362	1.52251141883564
"G000813025"	0	0	0	0	0	0	0	0	0	0	0	0	0.40239135433433	0.807297127280352	0.0312044934470564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220465257716284	5.24450744153083	0.0482237582382254	1.0222576669325
"G001314995"	0	0	0.495605012156349	0	0	0	0.289286083273065	0	0.131348511383538	0.222752585521082	0.3219198127012	0.168792198049512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652049881815959	0.0832639467110741	0	0	0	0	0	0	0	0	0	0
"G001318345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136296917592787	0.68649885583524	1.23658661216147	0.710431654676259	0.626661602734523	0.435085276714236	0.43375883009047	0	0	0	0	0	0.0559105431309904	0	0	0	0	0.744904178235254	0.77388490220909	0	0	0.0545511221945137	0.176691452550983	0.592975520754143	0.748090400818962	0	0
"G001405615"	0	0	0.533009164017206	0	0	0.12702755520813	0	1.26718003704065	1.14929947460595	1.19331742243437	0	0	0	0	0	0	0	0.132928218761869	3.09780717020536	1.59871111661916	0	0	12.3041918263761	2.81810418445773	0.212696335078534	0	1.29355465829221	2.44134706951779	0.326024940907979	1.46174484226108	0.155752691812826	0	0.752703887752119	0.458405350567371	0	0	0	0	0.281305256389648	0
"G001406335"	1.16382286221521	1.39270102673579	0.411445670469422	0.541125541125541	0	0.957592339261286	0.320281020766608	0	0	0.238663484486874	0	0	0.31041618762934	0.943594044873139	0.0936134803411691	0	0.39568345323741	0.256361564755032	0	0	0	0	0.297540911875383	0.652123282353855	0.818062827225131	0.543130990415335	1.2711230746224	0.960955761405939	0.749857364088353	0.333055786844296	0	0	0.679625840397545	0	0.296134663341646	0.206140027976147	0.486544017029041	0.385857154106623	0	0
"G001406535"	0.207121017851859	0.264308224052048	0.0841593416869272	1.03305785123967	0	0.205198358413133	0.0826531666494473	0	0.0766199649737303	0.159108989657916	0	0	0.195447229248103	0.241140700356469	1.73705013521947	1.10373019928462	0.026978417266187	0.0569692366122294	0.896275670031326	0	0	0	0.498818587555789	0.753047123670522	0	1.70926517571885	0	0.0346290364470609	0	0	0.379223945283402	0	0	0	0	0	0.190056256651969	0.0314985431923774	0.104484809516155	0.0652504893786703
"G001414325"	0	0.0406628037003151	0	0.0885478158205431	0	0	0	0.292426162393996	0	0	0	0	0	0	0	0	0.170863309352518	0.94948727687049	0	0	0	0	0	0	0	0	0.79258262299985	0.147173404900009	0	0	0	0	0	0	0.0545511221945137	0.0147242877125819	0	0	0	0
"G001481375"	0	0.0203314018501576	0	0	0.333947489636112	0.0195427008012507	0.557908874883769	0	0	0	0	0	0.0229937916762474	0.0838750262109457	0.0416059912627418	0	0.107913669064748	0.0379794910748196	0.0174034110685694	0	0.205070842654735	0.01900779319521	0.0175024065809049	0.0621069792717957	0	0.151757188498403	0.0149543891132047	0	0	0	0	0	0.0730780473545747	0.0225445254377395	0	0	0.0228067507982363	0	0	0
"G001643385"	0	0	0	0.186934277843369	0	0	0	0	0	0	0	0	0	0	0	0	0.0359712230215827	0	0	0	0	0	0.332545725037193	0.20961105504231	0	0	0.0523403618962165	0	0	0	0	0	0.131540485238234	0	0	0	0	0	0	0
"G001701255"	0	0	0	0	0.0575771533855366	1.15301934727379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650098191914404	1.52666385253975	0	0	0	0	0	0	1.06092268124096	2.0372652794896
"G003150645"	0.394516224479732	0.548947849954254	0	0	0	0	0	0	0	0	0.0487757291971515	0.384471117779445	0	0	0	0	0.539568345323741	0.294341055829852	0	0	0	0	0	0.43474885490257	0.106348167539267	0.167731629392971	0	0	0.220066835112886	0.0555092978073827	0	0	0	0	0	0	0	0	0.0401864651985211	0.108750815631117
"G003324125"	3.32379919124174	2.00264308224052	0.981858986347485	0.108225108225108	0.310916628281898	0.791479382450655	0.826531666494473	0.575104786041525	0.985113835376532	0.954653937947494	0	1.22843210802701	2.01195677167165	3.05095407842315	0	0	0	0	2.96728158719109	4.5358780518032	0	0	1.36518771331058	2.62401987423337	0	0	4.41154478839539	4.17279889187083	3.50476811476078	2.42390600425571	1.21893410983951	1.44224004502603	2.11926337328267	1.43533478620275	0.646820448877805	0.54479864536553	2.53915158887031	2.48838491219781	0.498312168461662	0.56550424128181
"G003435925"	0.236709734687839	0	1.09407144193005	0.285320739866194	0	0	0.268622791610704	0.380154011112194	0	0	0.829187396351575	0.412603150787697	0.21844102092435	0.209687565527364	0	0	1.78956834532374	6.29510064565135	0.339366515837104	0.0619655471557814	0	0	0.157521659228144	0.232901172269234	0	0.0958466453674121	0.306564976820697	0.259717773352956	1.39375662238161	1.5080025904339	1.69296404144376	2.42718446601942	0.292312189418299	0.217930412564815	0	0.434366487521166	0.418123764634332	0.637845499645641	0.321491721588169	0
"G003477605"	0.276161357135812	0.132154112026024	0.54236020198242	0.334513970877607	0	0	0	0	0.306479859894921	0.222752585521082	0	0	0.183950333409979	0.0629062696582093	0	0	0.593525179856115	0.702620584884163	0.0522102332057083	0.0495724377246251	0.167785234899329	0.760311727808402	0.105014439485429	0	0.351767015706806	0.119808306709265	0.373859727830118	0.190459700458835	0.211916211590187	0.212785641594967	0.311505383625652	0.612072604474462	0.679625840397545	0.623731870444127	0	0	0.402919264102174	0.669344042838019	0	0
"G003478355"	0.207121017851859	0.0711599064755515	0	0	0	0	0	0	0	0.20684168655529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101767045980202	0	0.147741663149008	0	0	0	0	0	0.173241987558075	0	0
"G003481355"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218780082261311	0.279481406723081	0	0	0.209361447584866	0.103887109341183	0.16301247045399	0.26829493940235	0	0	0	0	0	0	0	0	0	0
"G003539625"	0	0	0.065457265756499	0	0.0690925840626439	0.0586281024037522	0	0	0	0	0	0	0	0	0	0.0408788962698007	0	0	0	0	0	0	0	0	0.106348167539267	0.167731629392971	0	0	0.0652049881815959	0.0647608474419465	0	0	0	0	0	0	0	0.023623907394283	0.128596688635268	0.181251359385195
"G004558765"	0	0	0	0	0.17273146015661	0.214969708813758	0	0	0	0	0	0	0.31041618762934	0.262109456909205	0.301643436654878	0.654062340316811	0	0	0	0	0	0	0	0	0.0245418848167539	0.18370607028754	0	0	0	0	0	0	0	0	0	0	0	0	0.112522102555859	0.253751903139274
"G004558915"	0.650951770391557	0.172816915726339	0.0467551898260707	0.0393545848091303	1.45094426531552	1.80769982411569	0	0	0.0766199649737303	0.334128878281623	0	0	6.77167164865486	7.89473684210526	0.967339296858748	0.878896269800715	0.0449640287769784	0.0854538549183441	0	0	0.894854586129754	0.522714312868276	0	0.0543436068628212	0.539921465968586	0.191693290734824	0	0	0.0896568587496944	0.0740123970765103	0	0	0	0	1.09102244389027	0	0	0	0.184857739913197	0.485753643152324
"G008667375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.818062827225131	0.750798722044728	5.19665021683864	2.28551640550602	0	0.0740123970765103	0	0	0	0	1.7534289276808	0.750938673341677	0	0	0	0
"G008680475"	0	0	0.233775949130353	0	0	0.0781708032050029	0.185969624961256	0	0.415936952714536	0.175019888623707	0	0	0	0	0	0	0.467625899280576	0.142423091530574	0	0	0	0	0	0	0	0	0.0747719455660236	0	0	0	0	0	0	0	0	0	0.167249505853733	0.0944956295771321	0	0
"G900066095"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223713646532438	0.123550655768865	0.245033692132668	0.225137799860259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G900066395"	0	0	0.9257527585562	0.275482093663912	0	0	0	0	0	0	0	0	0	0	0	0	3.47122302158273	6.92176224838587	0	0	0	0	0	0	0	0.12779552715655	0	0	0	0	0.155752691812826	0	0	0	2.9535536159601	6.22101155856585	0.0532157518625513	0	0	0
"G900066505"	0	0	0	0.0983864620228257	0	0	0	0	0	0	0	0	0.172453437571856	0	0	0	0	0	0.191437521754264	0	0.251677852348993	0.304124691123361	0	0	0	0	0	0	0.114108729317793	0	0	0	0	0	0	0	0	0	0	0
"G900066525"	0	0	0	0	0	0	0	0	0.207968476357268	0.0954653937947494	0	0.159414853713428	0	0	0	0	0	0	0.261051166028542	0	0	0	0.253784895423121	0.566726185855135	0	0	0	0	0	0	0	0	0	0	0.833852867830424	0.294485754251638	0.463737266230804	0	0.353640893746986	0
"G900066845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304559693699965	0.1982897508985	0	0	0	0	0	0	0.396291311499925	0.164487923123539	0	0	0	0	0	0	0	0	0	0	0.184857739913197	0.0507503806278547
"G900116045"	0	0	0	0	0	0	0	0	0	0	0.0780411667154424	0.0375093773443361	0	0	0	0	0	0	0	0	0.270320656226696	0.180574035354495	0	0	0.171793193717277	0.343450479233227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G900128485"	0	0	0.345988404712923	0.0885478158205431	0	0	0	0	0	0	0.107306604233733	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327225130890052	0.599041533546326	0	0	0	0	0	0	0	0	0	0	0	0	0.168783153833789	0.348002610019575
"G900538515"	0	0	0	0	0	0	0	0	0.426882661996497	0.175019888623707	0	0	0	0	0	0	0	0	0	0	0.260999254287845	0.0475194829880251	0	0	0	0	0	0	0	0	0.311505383625652	0.154776980441818	0	0	0	0	0	0	0	0
"G900538815"	0	0.315136728677442	0.345988404712923	0.629673356946084	1.47397512666974	0.67422317764315	0	0	0	0	0	0	0.0689813750287422	0	0	0	0	0	0	0	0	0	0	0	0.220876963350785	0.36741214057508	0	0	0.489037411361969	0.425571283189934	0	0	0	0	0	0	0	0	0	0
"G900539055"	0.828484071407437	0.142319812951103	0.27118010099121	0	0	0	0	0	0	0	0	0	2.41434812600598	0.576640805200252	0.0936134803411691	0	0.530575539568345	0.389289783516901	0	0	2.9269202087994	3.69701577646835	0	0.0310534896358978	0.589005235602094	0.527156549520767	0	0	1.45081098704051	0.231288740864095	0	0	0	0	1.12998753117207	1.73010380622837	0	0	0	0
"G900539085"	0	0	0	0	0.356978350990327	0.195427008012507	0	0	0	0	0	0	0	0	0	0	0	0	0.0522102332057083	0.0619655471557814	0	0	0	0	0.139070680628272	0.36741214057508	0	0	0.0244518705680985	0	0	0	0	0	0	0	0	0	0.192895032952901	0.0145001087508156
"G900539795"	0.0690403392839531	0	0	0	0	0	0	0	0	0	4.19471271095503	0.18754688672168	0.298919291791216	0.366953239672887	0	0	0	0	0	0	0	0	0	0	0.106348167539267	0.0159744408945687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"G900539925"	0	0	0.729380961286703	0.118063754427391	0.656379548595117	0.117256204807504	0	0	0.0985113835376532	0.175019888623707	0	0	3.33409979305588	0.870203396938562	5.08633243187019	5.6208482370976	0	0	0.243647754959972	0.594869252695501	0	0	0	0	0	0	0.0299087782264095	0	0.594995517157062	0	0	0	0	0	0	0	0	0	0.409901945024916	0.96425723192924
"G900540045"	0	0	0	0	0.218793182865039	0.0977135040062537	0	0	0	0	0	0	0.356403770981835	0.419375131054728	0	0	0.440647482014388	0.123433345993164	0	0	0.475391498881432	0	0	0.3648785032218	0.0409031413612565	0.0718849840255591	0.0747719455660236	0.164487923123539	0.0244518705680985	0	0	0	0	0	0	0	0	0	0	0
"G900541615"	0.187395206627873	0.264308224052048	0.252478025060782	0.255804801259347	0.368493781667434	0.488567520031268	0	0.0877278487181987	0.350262697022767	0.222752585521082	0.0780411667154424	0	0.793285812830536	0.681484587963934	0.998543790305804	0.838017373530915	0.683453237410072	0.265856437523737	0.0696136442742778	0.223075969760813	0.503355704697987	0.332636380916176	0	0	0.294502617801047	0.36741214057508	0.0598175564528189	0.112544368452948	0.30972369386258	0.666111573688593	0	0	0	0	0.101309226932668	0.117794301700655	0	0	0	0.282752120640905
"G900542245"	0.0690403392839531	0.132154112026024	0.252478025060782	0.177095631641086	0.161216029479503	0.0781708032050029	0	0	0.109457092819615	0.0636435958631663	0	0	0	0.0629062696582093	0.0832119825254837	0	0	0	0	0.0867517660180939	0.214392244593587	0.0665272761832351	0	0	0.0818062827225131	0.215654952076677	0	0	0.0978074822723938	0.0740123970765103	0.121893410983951	0.175882932320248	0	0	0.194825436408978	0.103070013988073	0	0	0	0
"G900545235"	0	0	0.102861417617356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0559105431309904	0	0	0.0570543646588964	0.138773244518457	2.20762511004266	2.57492612916843	0	0	0	0	0.273681009578835	0.417355697299	0	0
"G900545585"	0	0	0	0	0.0806080147397513	0.234512409615009	0	0	0	0	0	0	0	0	0	0	0	0	0.130525583014271	0.1982897508985	0	0	0	0	0.466295811518325	0.359424920127796	0.351428144160311	0.294346809800017	0.179313717499389	0	0	0	0	0	0	0	0	0	0.289342549429352	0.181251359385195
"G900551395"	0.0394516224479732	0	0	0	0.0230308613542146	0.0488567520031268	0	0	0	0	0	0	0.436882041848701	0.157265674145523	0.197628458498024	0.163515585079203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160745860794085	0
"G900552765"	0.621363053555577	1.23004981193453	0	0	0.483648088438508	0	0	0	0	0	0	0	4.31133593929639	4.53973579366744	0	0	0	0	0.957187608771319	0.545296814970876	0	0	0	0	0.605366492146597	0.750798722044728	0	0	0.114108729317793	0.740123970765103	0	0	0	0	2.80548628428928	1.06751085916219	0.874258780599057	0.133868808567604	0	0
"G900683765"	0	0	0	0	0	0	0	0	2.28765323992995	1.63882259347653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016301247045399	0	0	0	0.211926337328267	0.315623356128353	0	0	0.0608180021286301	0	0	0
"G902363025"	0	0	0	0	0	0	0.0723215208182664	0	0.0547285464098074	0	0	0	0	0	0	0	0	0.132928218761869	0	0.0991448754492502	0	0	0.166272862518596	0.163030820588464	0	0	0	0	0	0	0	0	0	0	0.124688279301746	0	0	0	0	0
"G902363055"	0.493145280599665	0.457456541628545	0.205722835234711	0	0	0	0	0	0.262697022767075	0	0.263388937664618	0.675168792198049	0	0	0	0	0	0	0.321963104768535	0.247862188623126	0	0	0	0.341588385994876	0.0736256544502618	0.167731629392971	0.964558097801705	0.779153320058869	0.456434917271171	0.814136367841613	0.115121554818176	0.196988884198677	0	0	1.29364089775561	0.581609364646985	0.159647255587654	0.307110796125679	0.128596688635268	0.326252446893352
"G902363825"	0	0.111822710175867	0	1.04289649744195	0	1.59273011530193	0	0	0	0.620525059665871	0	0	0	0	0.124817973788225	0	0	0	0	0	0	0	0	0	0.0899869109947644	0.223642172523962	0	0	0	0	0	0	0	0	0.155860349127182	0.139880733269528	0.425726014900411	0.976454838963698	0	0
